"26.0","28.0","30.0","32.0","30.0","28.0","30.0","32.0","34.0","36.0","38.0","40.0","42.0","44.0","46.0","48.0","50.0","52.0","54.0","56.0","58.0","60.0","62.0","64.0","66.0","68.0","70.0","72.0","74.0","76.0","78.0","80.0","82.0","84.0","86.0","88.0","90.0","92.0","94.0","96.0","94.0","92.0","90.0","88.0","86.0",
"28.0","30.0","32.0","34.0","32.0","30.0","32.0","34.0","36.0","38.0","40.0","42.0","44.0","46.0","48.0","50.0","52.0","54.0","56.0","58.0","60.0","62.0","64.0","66.0","68.0","70.0","72.0","74.0","76.0","78.0","80.0","82.0","84.0","86.0","88.0","90.0","92.0","94.0","96.0","98.0","96.0","94.0","92.0","90.0","88.0",
"30.0","32.0","34.0","36.0","34.0","32.0","34.0","36.0","38.0","40.0","42.0","44.0","46.0","48.0","50.0","52.0","54.0","56.0","58.0","60.0","62.0","64.0","66.0","68.0","70.0","72.0","74.0","76.0","78.0","80.0","82.0","84.0","86.0","88.0","90.0","92.0","94.0","96.0","98.0","100.0","98.0","96.0","94.0","92.0","90.0",
"32.0","34.0","36.0","38.0","36.0","34.0","36.0","38.0","40.0","42.0","44.0","46.0","48.0","50.0","52.0","54.0","56.0","58.0","60.0","62.0","64.0","66.0","68.0","70.0","72.0","74.0","76.0","78.0","80.0","82.0","84.0","86.0","88.0","90.0","92.0","94.0","96.0","98.0","100.0","102.0","100.0","98.0","96.0","94.0","92.0",
"34.0","36.0","38.0","40.0","38.0","36.0","38.0","40.0","42.0","50.0","46.0","48.0","50.0","52.0","54.0","56.0","58.0","60.0","62.0","64.0","66.0","68.0","70.0","72.0","74.0","76.0","78.0","80.0","82.0","84.0","86.0","88.0","90.0","92.0","94.0","96.0","98.0","100.0","102.0","104.0","102.0","100.0","98.0","96.0","94.0",
"36.0","38.0","40.0","42.0","40.0","38.0","40.0","42.0","50.0","60.0","50.0","50.0","52.0","54.0","56.0","58.0","60.0","62.0","64.0","66.0","68.0","70.0","72.0","74.0","76.0","78.0","80.0","82.0","84.0","86.0","88.0","90.0","92.0","94.0","96.0","98.0","100.0","102.0","104.0","106.0","104.0","102.0","100.0","98.0","96.0",
"38.0","40.0","42.0","44.0","42.0","40.0","42.0","50.0","60.0","70.0","60.0","52.0","54.0","56.0","58.0","60.0","62.0","64.0","66.0","68.0","70.0","72.0","74.0","76.0","78.0","80.0","82.0","84.0","86.0","88.0","90.0","92.0","94.0","96.0","98.0","100.0","102.0","104.0","106.0","108.0","106.0","104.0","102.0","100.0","98.0",
"40.0","42.0","44.0","46.0","44.0","42.0","50.0","60.0","70.0","80.0","70.0","60.0","56.0","58.0","60.0","62.0","64.0","66.0","68.0","70.0","72.0","74.0","76.0","78.0","80.0","82.0","84.0","86.0","88.0","90.0","92.0","94.0","96.0","98.0","100.0","102.0","104.0","106.0","108.0","110.0","108.0","106.0","104.0","102.0","100.0",
"42.0","44.0","46.0","48.0","46.0","50.0","60.0","70.0","80.0","90.0","80.0","70.0","60.0","60.0","62.0","64.0","66.0","68.0","70.0","72.0","74.0","76.0","78.0","80.0","82.0","84.0","86.0","88.0","90.0","92.0","94.0","96.0","98.0","100.0","102.0","104.0","106.0","108.0","110.0","112.0","110.0","108.0","106.0","104.0","102.0",
"44.0","46.0","48.0","50.0","50.0","60.0","70.0","80.0","90.0","100.0","90.0","80.0","70.0","62.0","64.0","66.0","68.0","70.0","72.0","74.0","76.0","78.0","80.0","82.0","84.0","86.0","88.0","90.0","92.0","94.0","96.0","98.0","100.0","102.0","104.0","106.0","108.0","110.0","112.0","114.0","112.0","110.0","108.0","106.0","104.0",
"46.0","48.0","50.0","52.0","50.0","50.0","60.0","70.0","80.0","90.0","80.0","70.0","62.0","64.0","66.0","68.0","70.0","72.0","74.0","76.0","78.0","80.0","82.0","84.0","86.0","88.0","90.0","92.0","94.0","96.0","98.0","100.0","102.0","104.0","106.0","108.0","110.0","112.0","114.0","116.0","114.0","112.0","110.0","108.0","106.0",
"48.0","50.0","52.0","54.0","52.0","50.0","52.0","60.0","70.0","80.0","70.0","62.0","64.0","66.0","68.0","70.0","72.0","74.0","76.0","78.0","80.0","82.0","84.0","86.0","88.0","90.0","92.0","94.0","96.0","98.0","100.0","102.0","104.0","106.0","108.0","110.0","112.0","114.0","116.0","118.0","116.0","114.0","112.0","110.0","108.0",
"50.0","52.0","54.0","56.0","54.0","52.0","54.0","56.0","60.0","70.0","62.0","64.0","66.0","68.0","70.0","72.0","74.0","76.0","78.0","80.0","82.0","84.0","86.0","88.0","90.0","92.0","94.0","96.0","98.0","100.0","102.0","104.0","106.0","108.0","110.0","112.0","114.0","116.0","118.0","120.0","118.0","116.0","114.0","112.0","110.0",
"52.0","54.0","56.0","58.0","56.0","54.0","52.0","54.0","56.0","60.0","60.0","62.0","64.0","66.0","68.0","70.0","72.0","77.0","76.0","78.0","80.0","82.0","84.0","86.0","88.0","90.0","92.0","94.0","96.0","98.0","100.0","102.0","104.0","106.0","108.0","110.0","112.0","114.0","116.0","118.0","116.0","114.0","112.0","110.0","108.0",
"54.0","56.0","58.0","60.0","58.0","56.0","54.0","52.0","54.0","56.0","58.0","60.0","62.0","64.0","66.0","68.0","77.0","95.0","77.0","76.0","78.0","80.0","82.0","84.0","86.0","88.0","90.0","92.0","94.0","96.0","98.0","100.0","102.0","104.0","106.0","108.0","110.0","112.0","114.0","116.0","114.0","112.0","110.0","108.0","106.0",
"56.0","58.0","60.0","62.0","60.0","58.0","56.0","54.0","52.0","54.0","56.0","58.0","60.0","62.0","64.0","77.0","95.0","110.0","95.0","77.0","76.0","78.0","80.0","82.0","84.0","86.0","88.0","90.0","92.0","94.0","96.0","98.0","100.0","102.0","104.0","106.0","108.0","110.0","112.0","114.0","112.0","110.0","108.0","106.0","104.0",
"58.0","60.0","62.0","64.0","62.0","60.0","58.0","56.0","54.0","52.0","54.0","56.0","58.0","60.0","77.0","95.0","110.0","122.0","110.0","95.0","77.0","76.0","78.0","80.0","82.0","84.0","86.0","88.0","90.0","92.0","94.0","96.0","98.0","100.0","102.0","104.0","106.0","108.0","110.0","112.0","110.0","108.0","106.0","104.0","102.0",
"60.0","62.0","64.0","66.0","64.0","62.0","60.0","58.0","56.0","54.0","52.0","54.0","56.0","77.0","95.0","110.0","122.0","131.0","122.0","110.0","95.0","77.0","76.0","78.0","80.0","82.0","84.0","86.0","88.0","90.0","92.0","94.0","96.0","98.0","100.0","102.0","104.0","106.0","108.0","110.0","108.0","106.0","104.0","102.0","100.0",
"62.0","64.0","66.0","68.0","66.0","64.0","62.0","60.0","58.0","56.0","54.0","56.0","77.0","95.0","110.0","122.0","131.0","137.0","131.0","122.0","110.0","95.0","77.0","76.0","78.0","80.0","82.0","84.0","86.0","88.0","90.0","92.0","94.0","96.0","98.0","100.0","102.0","104.0","106.0","108.0","106.0","104.0","102.0","100.0","98.0",
"64.0","66.0","68.0","70.0","68.0","66.0","64.0","62.0","60.0","58.0","56.0","77.0","95.0","110.0","122.0","131.0","137.0","140.0","137.0","131.0","122.0","110.0","95.0","77.0","76.0","78.0","80.0","82.0","84.0","86.0","88.0","90.0","92.0","94.0","96.0","98.0","100.0","102.0","104.0","106.0","104.0","102.0","100.0","98.0","96.0",
"62.0","64.0","66.0","68.0","66.0","64.0","62.0","60.0","58.0","56.0","77.0","95.0","110.0","122.0","131.0","137.0","140.0","140.0","140.0","137.0","131.0","122.0","110.0","95.0","77.0","76.0","78.0","80.0","82.0","84.0","86.0","88.0","90.0","92.0","94.0","96.0","98.0","100.0","102.0","104.0","102.0","100.0","98.0","96.0","94.0",
"60.0","62.0","64.0","66.0","64.0","62.0","60.0","58.0","56.0","54.0","56.0","77.0","95.0","110.0","122.0","131.0","137.0","140.0","137.0","131.0","122.0","110.0","95.0","77.0","72.0","74.0","76.0","78.0","80.0","82.0","84.0","86.0","88.0","90.0","92.0","94.0","96.0","98.0","100.0","102.0","100.0","98.0","96.0","94.0","92.0",
"58.0","60.0","62.0","64.0","62.0","60.0","58.0","56.0","54.0","52.0","50.0","56.0","77.0","95.0","110.0","122.0","131.0","137.0","131.0","122.0","110.0","95.0","77.0","68.0","70.0","72.0","74.0","76.0","78.0","81.0","89.0","84.0","86.0","88.0","90.0","92.0","94.0","96.0","98.0","100.0","98.0","96.0","94.0","92.0","90.0",
"56.0","58.0","60.0","62.0","60.0","58.0","56.0","54.0","52.0","50.0","48.0","46.0","56.0","77.0","95.0","110.0","122.0","131.0","122.0","110.0","95.0","77.0","64.0","66.0","68.0","70.0","72.0","74.0","81.0","89.0","95.0","89.0","84.0","86.0","88.0","90.0","92.0","94.0","96.0","98.0","96.0","94.0","92.0","90.0","88.0",
"54.0","56.0","58.0","60.0","58.0","56.0","54.0","52.0","50.0","48.0","46.0","44.0","42.0","56.0","77.0","95.0","110.0","122.0","110.0","95.0","77.0","60.0","62.0","64.0","66.0","68.0","70.0","81.0","89.0","95.0","100.0","95.0","89.0","84.0","86.0","88.0","90.0","92.0","94.0","96.0","94.0","92.0","90.0","88.0","86.0",
"52.0","54.0","56.0","58.0","56.0","54.0","52.0","50.0","48.0","46.0","44.0","42.0","44.0","52.0","59.0","77.0","95.0","110.0","95.0","77.0","56.0","58.0","60.0","62.0","64.0","66.0","68.0","70.0","81.0","89.0","95.0","89.0","81.0","82.0","84.0","86.0","88.0","90.0","92.0","94.0","92.0","90.0","88.0","86.0","84.0",
"50.0","52.0","54.0","56.0","54.0","52.0","50.0","48.0","46.0","44.0","42.0","44.0","52.0","59.0","65.0","70.0","77.0","95.0","77.0","59.0","54.0","56.0","58.0","60.0","62.0","64.0","66.0","68.0","70.0","81.0","89.0","81.0","78.0","80.0","82.0","84.0","86.0","88.0","90.0","92.0","90.0","88.0","86.0","84.0","82.0",
"48.0","50.0","52.0","54.0","52.0","50.0","48.0","46.0","44.0","42.0","44.0","52.0","59.0","65.0","70.0","74.0","77.0","77.0","70.0","65.0","59.0","54.0","56.0","58.0","60.0","62.0","64.0","66.0","68.0","70.0","81.0","74.0","76.0","78.0","80.0","82.0","84.0","86.0","88.0","90.0","88.0","86.0","84.0","82.0","80.0",
"46.0","48.0","50.0","52.0","50.0","48.0","46.0","44.0","42.0","44.0","52.0","59.0","65.0","70.0","74.0","77.0","79.0","77.0","74.0","70.0","65.0","59.0","54.0","56.0","58.0","60.0","62.0","64.0","66.0","68.0","70.0","72.0","74.0","76.0","78.0","80.0","82.0","84.0","86.0","88.0","86.0","84.0","82.0","80.0","78.0",
"44.0","46.0","48.0","50.0","48.0","46.0","44.0","42.0","44.0","52.0","59.0","65.0","70.0","74.0","77.0","79.0","80.0","79.0","77.0","74.0","70.0","65.0","59.0","54.0","56.0","58.0","60.0","62.0","64.0","66.0","68.0","70.0","72.0","74.0","76.0","78.0","80.0","82.0","84.0","86.0","84.0","82.0","80.0","78.0","76.0",
"42.0","44.0","50.0","85.0","50.0","44.0","42.0","40.0","38.0","44.0","52.0","59.0","65.0","70.0","74.0","77.0","79.0","77.0","74.0","70.0","65.0","59.0","52.0","52.0","54.0","56.0","58.0","60.0","62.0","64.0","66.0","68.0","70.0","72.0","74.0","76.0","78.0","80.0","82.0","84.0","82.0","80.0","78.0","76.0","74.0",
"40.0","50.0","85.0","90.0","85.0","50.0","40.0","38.0","38.0","39.0","44.0","52.0","59.0","65.0","70.0","74.0","77.0","74.0","70.0","65.0","59.0","52.0","48.0","50.0","52.0","54.0","56.0","58.0","60.0","62.0","64.0","66.0","68.0","70.0","72.0","74.0","76.0","78.0","80.0","82.0","80.0","78.0","76.0","74.0","72.0",
"50.0","85.0","90.0","75.0","90.0","85.0","50.0","38.0","39.0","40.0","41.0","44.0","52.0","59.0","65.0","70.0","74.0","70.0","65.0","59.0","52.0","44.0","50.0","48.0","50.0","52.0","54.0","56.0","58.0","60.0","62.0","64.0","66.0","68.0","70.0","72.0","74.0","76.0","78.0","80.0","78.0","76.0","74.0","72.0","70.0",
"85.0","90.0","75.0","50.0","75.0","90.0","85.0","50.0","40.0","41.0","42.0","43.0","44.0","52.0","59.0","65.0","70.0","65.0","59.0","52.0","44.0","50.0","70.0","50.0","48.0","50.0","52.0","54.0","56.0","58.0","60.0","62.0","64.0","66.0","68.0","70.0","72.0","74.0","76.0","78.0","76.0","74.0","72.0","70.0","68.0",
"50.0","85.0","90.0","75.0","90.0","85.0","50.0","40.0","41.0","42.0","43.0","44.0","43.0","44.0","52.0","59.0","65.0","59.0","52.0","44.0","50.0","70.0","90.0","70.0","50.0","48.0","50.0","52.0","54.0","56.0","58.0","60.0","62.0","64.0","66.0","68.0","70.0","72.0","74.0","76.0","74.0","72.0","70.0","68.0","66.0",
"34.0","50.0","85.0","90.0","85.0","50.0","40.0","41.0","42.0","43.0","44.0","45.0","44.0","43.0","44.0","52.0","59.0","52.0","44.0","50.0","70.0","90.0","110.0","90.0","70.0","50.0","48.0","50.0","52.0","54.0","56.0","58.0","60.0","62.0","64.0","66.0","68.0","70.0","72.0","74.0","72.0","70.0","68.0","66.0","64.0",
"35.0","36.0","50.0","85.0","50.0","40.0","41.0","42.0","43.0","44.0","45.0","46.0","45.0","44.0","43.0","44.0","52.0","44.0","50.0","70.0","90.0","110.0","130.0","110.0","90.0","70.0","50.0","48.0","50.0","52.0","54.0","56.0","58.0","60.0","62.0","64.0","66.0","68.0","70.0","72.0","70.0","68.0","66.0","64.0","62.0",
"36.0","37.0","38.0","50.0","40.0","41.0","42.0","43.0","44.0","45.0","46.0","47.0","46.0","45.0","44.0","43.0","44.0","50.0","70.0","90.0","110.0","130.0","150.0","130.0","110.0","90.0","70.0","50.0","48.0","50.0","52.0","54.0","56.0","58.0","60.0","62.0","64.0","66.0","68.0","70.0","68.0","66.0","64.0","62.0","60.0",
"37.0","38.0","39.0","40.0","41.0","42.0","43.0","44.0","45.0","46.0","47.0","48.0","47.0","46.0","45.0","44.0","43.0","42.0","50.0","70.0","90.0","110.0","130.0","110.0","90.0","70.0","50.0","44.0","46.0","48.0","50.0","52.0","54.0","56.0","58.0","60.0","62.0","64.0","66.0","68.0","66.0","64.0","62.0","60.0","58.0",
"38.0","39.0","40.0","41.0","42.0","43.0","44.0","45.0","46.0","47.0","48.0","49.0","48.0","47.0","46.0","45.0","44.0","43.0","42.0","50.0","70.0","90.0","110.0","90.0","70.0","50.0","40.0","42.0","44.0","46.0","48.0","50.0","52.0","54.0","56.0","58.0","60.0","62.0","64.0","66.0","64.0","62.0","60.0","58.0","56.0",
"39.0","40.0","41.0","42.0","43.0","44.0","45.0","46.0","47.0","48.0","49.0","50.0","49.0","48.0","47.0","46.0","45.0","44.0","43.0","42.0","50.0","70.0","90.0","70.0","50.0","36.0","38.0","40.0","42.0","44.0","46.0","48.0","50.0","52.0","54.0","56.0","58.0","60.0","62.0","64.0","62.0","60.0","58.0","56.0","54.0",
"38.0","39.0","40.0","41.0","42.0","43.0","44.0","45.0","46.0","47.0","48.0","49.0","48.0","47.0","46.0","45.0","44.0","43.0","42.0","41.0","40.0","50.0","70.0","50.0","36.0","35.0","36.0","38.0","40.0","42.0","44.0","46.0","48.0","50.0","52.0","54.0","56.0","58.0","60.0","62.0","60.0","58.0","56.0","54.0","52.0",
"37.0","38.0","39.0","40.0","41.0","42.0","43.0","44.0","45.0","46.0","47.0","48.0","47.0","46.0","45.0","44.0","43.0","42.0","41.0","40.0","39.0","38.0","50.0","36.0","35.0","34.0","34.0","36.0","38.0","40.0","42.0","44.0","46.0","48.0","50.0","52.0","54.0","56.0","58.0","60.0","58.0","56.0","54.0","52.0","50.0",
"36.0","37.0","38.0","39.0","40.0","41.0","42.0","43.0","44.0","45.0","46.0","47.0","46.0","45.0","44.0","43.0","42.0","41.0","40.0","39.0","38.0","37.0","36.0","35.0","34.0","33.0","32.0","34.0","36.0","38.0","40.0","42.0","44.0","46.0","48.0","50.0","52.0","54.0","56.0","58.0","56.0","54.0","52.0","50.0","48.0",
"35.0","36.0","37.0","38.0","39.0","40.0","41.0","42.0","43.0","44.0","45.0","46.0","45.0","44.0","43.0","42.0","41.0","40.0","39.0","38.0","37.0","36.0","35.0","34.0","33.0","32.0","31.0","32.0","34.0","36.0","38.0","40.0","42.0","44.0","46.0","48.0","50.0","52.0","54.0","56.0","54.0","52.0","50.0","48.0","46.0",
"34.0","35.0","36.0","37.0","38.0","39.0","40.0","41.0","42.0","43.0","44.0","45.0","44.0","43.0","42.0","41.0","40.0","39.0","38.0","37.0","36.0","35.0","34.0","33.0","32.0","31.0","30.0","30.0","32.0","34.0","36.0","38.0","40.0","42.0","44.0","46.0","48.0","50.0","52.0","54.0","52.0","50.0","48.0","46.0","44.0",
"33.0","34.0","35.0","36.0","37.0","38.0","39.0","40.0","41.0","42.0","43.0","44.0","43.0","42.0","41.0","40.0","39.0","38.0","37.0","36.0","35.0","34.0","33.0","32.0","31.0","30.0","29.0","28.0","30.0","32.0","34.0","36.0","38.0","40.0","42.0","44.0","46.0","48.0","50.0","52.0","50.0","48.0","46.0","44.0","42.0",
"32.0","33.0","34.0","35.0","36.0","37.0","38.0","39.0","40.0","41.0","42.0","43.0","42.0","41.0","40.0","39.0","38.0","37.0","36.0","35.0","34.0","33.0","32.0","31.0","30.0","29.0","28.0","27.0","28.0","30.0","32.0","34.0","36.0","38.0","40.0","42.0","44.0","46.0","48.0","50.0","48.0","46.0","44.0","42.0","40.0",
"31.0","32.0","33.0","34.0","35.0","36.0","37.0","38.0","39.0","40.0","41.0","42.0","41.0","40.0","39.0","38.0","37.0","36.0","35.0","34.0","33.0","32.0","31.0","30.0","29.0","28.0","27.0","26.0","26.0","28.0","30.0","32.0","34.0","36.0","38.0","40.0","42.0","44.0","46.0","48.0","46.0","44.0","42.0","40.0","38.0",
"30.0","31.0","32.0","33.0","34.0","35.0","36.0","37.0","38.0","39.0","40.0","41.0","40.0","39.0","38.0","37.0","36.0","35.0","34.0","33.0","32.0","31.0","30.0","29.0","28.0","27.0","26.0","25.0","24.0","26.0","28.0","30.0","32.0","34.0","36.0","38.0","40.0","42.0","44.0","46.0","44.0","42.0","40.0","38.0","36.0","34.0",
